experiment_name,experiment_kind,job_id,sweep_index,replication,metric_name,metric_value,units,estimator,status,warning_code,confidence_interval_lower,confidence_interval_upper,quantizer_step,quantizer_phase,jitter_distribution,jitter_scale,alphabet
phase_sensitivity_commensurate,phase_sensitivity,c7249a5b777f,0,,capacity_bits_per_symbol,0.15780989932970246,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,919d11ae51dd,0,,capacity_phase_maximum,0.15780989932970313,bits_per_symbol,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,919d11ae51dd,0,,capacity_phase_mean,0.15780989932970232,bits_per_symbol,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,919d11ae51dd,0,,capacity_phase_minimum,0.1578098993297014,bits_per_symbol,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,c7249a5b777f,0,,capacity_residual,5.551115123125783e-17,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,793aee609182,0,,matrix_row_sum_error,0.0,probability,exact,complete,,,,0.5,0.0,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,793aee609182,0,,mutual_information,0.15780989932970252,bits_per_symbol,exact,complete,,,,0.5,0.0,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,919d11ae51dd,0,,quantizer_phase,0.0,normalized_time,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,cb64da789e5c,1,,capacity_bits_per_symbol,0.1578098993297025,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0078125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,cb64da789e5c,1,,capacity_residual,2.7755575615628914e-17,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0078125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,c7d9eef31903,1,,matrix_row_sum_error,0.0,probability,exact,complete,,,,0.5,0.0078125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,c7d9eef31903,1,,mutual_information,0.1578098993297025,bits_per_symbol,exact,complete,,,,0.5,0.0078125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,ff35858c6dfe,1,,quantizer_phase,0.0078125,normalized_time,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,26ac5ba4d98b,2,,capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.015625,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,26ac5ba4d98b,2,,capacity_residual,8.326672684688674e-17,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.015625,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,3ad40191caa2,2,,matrix_row_sum_error,0.0,probability,exact,complete,,,,0.5,0.015625,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,3ad40191caa2,2,,mutual_information,0.1578098993297025,bits_per_symbol,exact,complete,,,,0.5,0.015625,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,ce9ddfb21dd2,2,,quantizer_phase,0.015625,normalized_time,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,78dc320dd93e,3,,capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0234375,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,78dc320dd93e,3,,capacity_residual,5.551115123125783e-17,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0234375,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,0122410e1dbb,3,,matrix_row_sum_error,0.0,probability,exact,complete,,,,0.5,0.0234375,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,0122410e1dbb,3,,mutual_information,0.15780989932970252,bits_per_symbol,exact,complete,,,,0.5,0.0234375,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,b9169dfd7099,3,,quantizer_phase,0.0234375,normalized_time,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,a9f0af170797,4,,capacity_bits_per_symbol,0.15780989932970257,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.03125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,a9f0af170797,4,,capacity_residual,8.326672684688674e-17,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.03125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,7c345f83342f,4,,matrix_row_sum_error,0.0,probability,exact,complete,,,,0.5,0.03125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,7c345f83342f,4,,mutual_information,0.1578098993297026,bits_per_symbol,exact,complete,,,,0.5,0.03125,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,5a335f5dc764,4,,quantizer_phase,0.03125,normalized_time,exact,complete,,,,,,,,
phase_sensitivity_commensurate,phase_sensitivity,938912581d05,5,,capacity_bits_per_symbol,0.15780989932970202,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0390625,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,938912581d05,5,,capacity_residual,1.3877787807814457e-16,bits_per_symbol,blahut_arimoto,complete,,,,0.5,0.0390625,gaussian,1.0,"[0.0, 1.0]"
phase_sensitivity_commensurate,phase_sensitivity,9ad06d3f0f81,5,,matrix_row_sum_error,0.0,probability,exact,complete,,,,0.5,0.0390625,gaussian,1.0,"[0.0, 1.0]"
