false_positive_rate,true_positive_rate,hypothesis_pair
0.0,0.114,active_vs_baseline
0.0,0.116,active_vs_baseline
0.0,0.118,active_vs_baseline
0.0,0.12,active_vs_baseline
0.0,0.122,active_vs_baseline
0.0,0.124,active_vs_baseline
0.0,0.126,active_vs_baseline
0.0,0.128,active_vs_baseline
0.0,0.13,active_vs_baseline
0.0,0.132,active_vs_baseline
0.0,0.134,active_vs_baseline
0.0,0.136,active_vs_baseline
0.0,0.138,active_vs_baseline
0.0,0.14,active_vs_baseline
0.0,0.142,active_vs_baseline
0.0,0.144,active_vs_baseline
0.0,0.146,active_vs_baseline
0.0,0.148,active_vs_baseline
0.0,0.15,active_vs_baseline
0.0,0.152,active_vs_baseline
0.0,0.154,active_vs_baseline
0.0,0.156,active_vs_baseline
0.0,0.158,active_vs_baseline
0.0,0.16,active_vs_baseline
0.0,0.162,active_vs_baseline
0.0,0.164,active_vs_baseline
0.0,0.166,active_vs_baseline
0.0,0.168,active_vs_baseline
0.0,0.17,active_vs_baseline
0.0,0.172,active_vs_baseline
0.0,0.174,active_vs_baseline
0.0,0.176,active_vs_baseline
0.0,0.178,active_vs_baseline
0.0,0.18,active_vs_baseline
0.0,0.182,active_vs_baseline
0.0,0.184,active_vs_baseline
0.0,0.186,active_vs_baseline
0.0,0.188,active_vs_baseline
0.0,0.19,active_vs_baseline
0.0,0.192,active_vs_baseline
0.0,0.194,active_vs_baseline
0.0,0.196,active_vs_baseline
0.0,0.198,active_vs_baseline
0.0,0.2,active_vs_baseline
0.0,0.202,active_vs_baseline
0.0,0.204,active_vs_baseline
0.0,0.206,active_vs_baseline
0.0,0.208,active_vs_baseline
0.0,0.21,active_vs_baseline
0.0,0.212,active_vs_baseline
0.0,0.214,active_vs_baseline
0.0,0.216,active_vs_baseline
0.0,0.218,active_vs_baseline
0.0,0.22,active_vs_baseline
0.0,0.222,active_vs_baseline
0.0,0.224,active_vs_baseline
0.0,0.226,active_vs_baseline
0.0,0.228,active_vs_baseline
0.0,0.23,active_vs_baseline
0.0,0.232,active_vs_baseline
0.0,0.234,active_vs_baseline
0.0,0.236,active_vs_baseline
0.0,0.238,active_vs_baseline
0.0,0.24,active_vs_baseline
0.0,0.242,active_vs_baseline
0.0,0.244,active_vs_baseline
0.0,0.246,active_vs_baseline
0.0,0.248,active_vs_baseline
0.0,0.25,active_vs_baseline
0.0,0.252,active_vs_baseline
0.0,0.254,active_vs_baseline
0.0,0.256,active_vs_baseline
0.0,0.258,active_vs_baseline
0.0,0.26,active_vs_baseline
0.0,0.262,active_vs_baseline
0.0,0.264,active_vs_baseline
0.0,0.266,active_vs_baseline
0.0,0.268,active_vs_baseline
0.0,0.27,active_vs_baseline
0.0,0.272,active_vs_baseline
0.0,0.274,active_vs_baseline
0.0,0.276,active_vs_baseline
0.0,0.278,active_vs_baseline
0.0,0.28,active_vs_baseline
0.0,0.282,active_vs_baseline
0.0,0.284,active_vs_baseline
0.0,0.286,active_vs_baseline
0.0,0.288,active_vs_baseline
0.0,0.29,active_vs_baseline
0.0,0.292,active_vs_baseline
0.0,0.294,active_vs_baseline
0.0,0.296,active_vs_baseline
0.0,0.298,active_vs_baseline
0.0,0.3,active_vs_baseline
0.0,0.302,active_vs_baseline
0.0,0.304,active_vs_baseline
0.0,0.306,active_vs_baseline
0.0,0.308,active_vs_baseline
0.0,0.31,active_vs_baseline
0.0,0.312,active_vs_baseline
0.0,0.314,active_vs_baseline
0.0,0.316,active_vs_baseline
0.0,0.318,active_vs_baseline
0.0,0.32,active_vs_baseline
0.0,0.322,active_vs_baseline
0.0,0.324,active_vs_baseline
0.0,0.326,active_vs_baseline
0.0,0.328,active_vs_baseline
0.0,0.33,active_vs_baseline
0.0,0.332,active_vs_baseline
0.0,0.334,active_vs_baseline
0.0,0.336,active_vs_baseline
0.0,0.338,active_vs_baseline
0.0,0.34,active_vs_baseline
0.0,0.342,active_vs_baseline
0.0,0.344,active_vs_baseline
0.0,0.346,active_vs_baseline
0.0,0.348,active_vs_baseline
0.0,0.35,active_vs_baseline
0.0,0.352,active_vs_baseline
0.0,0.354,active_vs_baseline
0.0,0.356,active_vs_baseline
0.0,0.358,active_vs_baseline
0.0,0.36,active_vs_baseline
0.0,0.362,active_vs_baseline
0.0,0.364,active_vs_baseline
0.0,0.366,active_vs_baseline
0.0,0.368,active_vs_baseline
0.0,0.37,active_vs_baseline
0.0,0.372,active_vs_baseline
0.0,0.374,active_vs_baseline
0.0,0.376,active_vs_baseline
0.0,0.378,active_vs_baseline
0.0,0.38,active_vs_baseline
0.0,0.382,active_vs_baseline
0.0,0.384,active_vs_baseline
0.0,0.386,active_vs_baseline
0.0,0.388,active_vs_baseline
0.0,0.39,active_vs_baseline
0.0,0.392,active_vs_baseline
0.0,0.394,active_vs_baseline
0.0,0.396,active_vs_baseline
0.0,0.398,active_vs_baseline
0.0,0.4,active_vs_baseline
0.0,0.402,active_vs_baseline
0.0,0.404,active_vs_baseline
0.0,0.406,active_vs_baseline
0.0,0.408,active_vs_baseline
0.0,0.41,active_vs_baseline
0.0,0.412,active_vs_baseline
0.0,0.414,active_vs_baseline
0.0,0.416,active_vs_baseline
0.0,0.418,active_vs_baseline
0.0,0.42,active_vs_baseline
0.0,0.422,active_vs_baseline
0.0,0.424,active_vs_baseline
0.0,0.426,active_vs_baseline
0.0,0.428,active_vs_baseline
0.0,0.43,active_vs_baseline
0.0,0.432,active_vs_baseline
0.0,0.434,active_vs_baseline
0.0,0.436,active_vs_baseline
0.0,0.438,active_vs_baseline
0.0,0.44,active_vs_baseline
0.0,0.442,active_vs_baseline
0.0,0.444,active_vs_baseline
0.0,0.446,active_vs_baseline
0.0,0.448,active_vs_baseline
0.0,0.45,active_vs_baseline
0.0,0.452,active_vs_baseline
0.0,0.454,active_vs_baseline
0.0,0.456,active_vs_baseline
0.0,0.458,active_vs_baseline
0.0,0.46,active_vs_baseline
0.0,0.462,active_vs_baseline
0.0,0.464,active_vs_baseline
0.0,0.466,active_vs_baseline
0.0,0.468,active_vs_baseline
0.0,0.47,active_vs_baseline
0.0,0.472,active_vs_baseline
0.0,0.474,active_vs_baseline
0.0,0.476,active_vs_baseline
0.0,0.478,active_vs_baseline
0.0,0.48,active_vs_baseline
0.0,0.482,active_vs_baseline
0.0,0.484,active_vs_baseline
0.0,0.486,active_vs_baseline
0.0,0.488,active_vs_baseline
0.0,0.49,active_vs_baseline
0.0,0.492,active_vs_baseline
0.0,0.494,active_vs_baseline
0.0,0.496,active_vs_baseline
0.0,0.498,active_vs_baseline
0.0,0.5,active_vs_baseline
0.0,0.502,active_vs_baseline
0.0,0.504,active_vs_baseline
0.0,0.506,active_vs_baseline
0.0,0.508,active_vs_baseline
0.0,0.51,active_vs_baseline
0.0,0.512,active_vs_baseline
0.0,0.514,active_vs_baseline
0.0,0.516,active_vs_baseline
0.0,0.518,active_vs_baseline
0.0,0.52,active_vs_baseline
0.0,0.522,active_vs_baseline
0.0,0.524,active_vs_baseline
0.0,0.526,active_vs_baseline
0.0,0.528,active_vs_baseline
0.0,0.53,active_vs_baseline
0.0,0.532,active_vs_baseline
0.0,0.534,active_vs_baseline
0.0,0.536,active_vs_baseline
0.0,0.538,active_vs_baseline
0.0,0.54,active_vs_baseline
0.0,0.542,active_vs_baseline
0.0,0.544,active_vs_baseline
0.0,0.546,active_vs_baseline
0.0,0.548,active_vs_baseline
0.0,0.55,active_vs_baseline
0.0,0.552,active_vs_baseline
0.0,0.554,active_vs_baseline
0.0,0.556,active_vs_baseline
0.0,0.558,active_vs_baseline
0.0,0.56,active_vs_baseline
0.0,0.562,active_vs_baseline
0.0,0.564,active_vs_baseline
0.0,0.566,active_vs_baseline
0.0,0.568,active_vs_baseline
0.0,0.57,active_vs_baseline
0.0,0.572,active_vs_baseline
0.0,0.574,active_vs_baseline
0.0,0.576,active_vs_baseline
0.0,0.578,active_vs_baseline
0.0,0.58,active_vs_baseline
0.0,0.582,active_vs_baseline
0.0,0.584,active_vs_baseline
0.0,0.586,active_vs_baseline
0.0,0.588,active_vs_baseline
0.0,0.59,active_vs_baseline
0.0,0.592,active_vs_baseline
0.0,0.594,active_vs_baseline
0.0,0.596,active_vs_baseline
0.0,0.598,active_vs_baseline
0.0,0.6,active_vs_baseline
0.0,0.602,active_vs_baseline
0.0,0.604,active_vs_baseline
0.0,0.606,active_vs_baseline
0.0,0.608,active_vs_baseline
0.0,0.61,active_vs_baseline
0.0,0.612,active_vs_baseline
0.0,0.614,active_vs_baseline
0.0,0.616,active_vs_baseline
0.0,0.618,active_vs_baseline
0.0,0.62,active_vs_baseline
0.0,0.622,active_vs_baseline
0.0,0.624,active_vs_baseline
0.0,0.626,active_vs_baseline
0.0,0.628,active_vs_baseline
0.0,0.63,active_vs_baseline
0.0,0.632,active_vs_baseline
0.0,0.634,active_vs_baseline
0.0,0.636,active_vs_baseline
0.0,0.638,active_vs_baseline
0.0,0.64,active_vs_baseline
0.0,0.642,active_vs_baseline
0.0,0.644,active_vs_baseline
0.0,0.646,active_vs_baseline
0.0,0.648,active_vs_baseline
0.0,0.65,active_vs_baseline
0.0,0.652,active_vs_baseline
0.0,0.654,active_vs_baseline
0.0,0.656,active_vs_baseline
0.0,0.658,active_vs_baseline
0.0,0.66,active_vs_baseline
0.0,0.662,active_vs_baseline
0.0,0.664,active_vs_baseline
0.0,0.666,active_vs_baseline
0.0,0.668,active_vs_baseline
0.0,0.67,active_vs_baseline
0.0,0.672,active_vs_baseline
0.0,0.674,active_vs_baseline
0.0,0.676,active_vs_baseline
0.0,0.678,active_vs_baseline
0.0,0.68,active_vs_baseline
0.0,0.682,active_vs_baseline
0.0,0.684,active_vs_baseline
0.0,0.686,active_vs_baseline
0.0,0.688,active_vs_baseline
0.0,0.69,active_vs_baseline
0.0,0.692,active_vs_baseline
0.0,0.694,active_vs_baseline
0.0,0.696,active_vs_baseline
0.0,0.698,active_vs_baseline
0.0,0.7,active_vs_baseline
0.0,0.702,active_vs_baseline
0.0,0.704,active_vs_baseline
0.0,0.706,active_vs_baseline
0.0,0.708,active_vs_baseline
0.0,0.71,active_vs_baseline
0.0,0.712,active_vs_baseline
0.0,0.714,active_vs_baseline
0.0,0.716,active_vs_baseline
0.0,0.718,active_vs_baseline
0.0,0.72,active_vs_baseline
0.0,0.722,active_vs_baseline
0.0,0.724,active_vs_baseline
0.0,0.726,active_vs_baseline
0.0,0.728,active_vs_baseline
0.0,0.73,active_vs_baseline
0.0,0.732,active_vs_baseline
0.0,0.734,active_vs_baseline
0.0,0.736,active_vs_baseline
0.0,0.738,active_vs_baseline
0.0,0.74,active_vs_baseline
0.0,0.742,active_vs_baseline
0.0,0.744,active_vs_baseline
0.0,0.746,active_vs_baseline
0.0,0.748,active_vs_baseline
0.0,0.75,active_vs_baseline
0.0,0.752,active_vs_baseline
0.0,0.754,active_vs_baseline
0.0,0.756,active_vs_baseline
0.0,0.758,active_vs_baseline
0.0,0.76,active_vs_baseline
0.0,0.762,active_vs_baseline
0.0,0.764,active_vs_baseline
0.0,0.766,active_vs_baseline
0.0,0.768,active_vs_baseline
0.0,0.77,active_vs_baseline
0.0,0.772,active_vs_baseline
0.0,0.774,active_vs_baseline
0.0,0.776,active_vs_baseline
0.0,0.778,active_vs_baseline
0.0,0.78,active_vs_baseline
0.0,0.782,active_vs_baseline
0.0,0.784,active_vs_baseline
0.0,0.786,active_vs_baseline
0.0,0.788,active_vs_baseline
0.0,0.79,active_vs_baseline
0.0,0.792,active_vs_baseline
0.0,0.794,active_vs_baseline
0.0,0.796,active_vs_baseline
0.0,0.798,active_vs_baseline
0.0,0.8,active_vs_baseline
0.0,0.802,active_vs_baseline
0.0,0.804,active_vs_baseline
0.0,0.806,active_vs_baseline
0.0,0.808,active_vs_baseline
0.0,0.81,active_vs_baseline
0.0,0.812,active_vs_baseline
0.0,0.814,active_vs_baseline
0.0,0.816,active_vs_baseline
0.0,0.818,active_vs_baseline
0.0,0.82,active_vs_baseline
0.0,0.822,active_vs_baseline
0.0,0.824,active_vs_baseline
0.0,0.826,active_vs_baseline
0.0,0.828,active_vs_baseline
0.0,0.83,active_vs_baseline
0.0,0.832,active_vs_baseline
0.002,0.832,active_vs_baseline
0.002,0.834,active_vs_baseline
0.002,0.836,active_vs_baseline
0.002,0.838,active_vs_baseline
0.002,0.84,active_vs_baseline
0.002,0.842,active_vs_baseline
0.002,0.844,active_vs_baseline
0.002,0.846,active_vs_baseline
0.002,0.848,active_vs_baseline
0.002,0.85,active_vs_baseline
0.002,0.852,active_vs_baseline
0.002,0.854,active_vs_baseline
0.002,0.856,active_vs_baseline
0.002,0.858,active_vs_baseline
0.002,0.86,active_vs_baseline
0.002,0.862,active_vs_baseline
0.004,0.862,active_vs_baseline
0.004,0.864,active_vs_baseline
0.004,0.866,active_vs_baseline
0.006,0.866,active_vs_baseline
0.006,0.868,active_vs_baseline
0.006,0.87,active_vs_baseline
0.006,0.872,active_vs_baseline
0.006,0.874,active_vs_baseline
0.006,0.876,active_vs_baseline
0.006,0.878,active_vs_baseline
0.006,0.88,active_vs_baseline
0.006,0.882,active_vs_baseline
0.006,0.884,active_vs_baseline
0.006,0.886,active_vs_baseline
0.006,0.888,active_vs_baseline
0.006,0.89,active_vs_baseline
0.006,0.892,active_vs_baseline
0.008,0.892,active_vs_baseline
0.008,0.894,active_vs_baseline
0.008,0.896,active_vs_baseline
0.008,0.898,active_vs_baseline
0.008,0.9,active_vs_baseline
0.008,0.902,active_vs_baseline
0.008,0.904,active_vs_baseline
0.008,0.906,active_vs_baseline
0.008,0.908,active_vs_baseline
0.008,0.91,active_vs_baseline
0.008,0.912,active_vs_baseline
0.008,0.914,active_vs_baseline
0.01,0.914,active_vs_baseline
0.01,0.916,active_vs_baseline
0.01,0.918,active_vs_baseline
0.012,0.918,active_vs_baseline
0.012,0.92,active_vs_baseline
0.012,0.922,active_vs_baseline
0.012,0.924,active_vs_baseline
0.012,0.926,active_vs_baseline
0.012,0.928,active_vs_baseline
0.012,0.93,active_vs_baseline
0.014,0.93,active_vs_baseline
0.014,0.932,active_vs_baseline
0.014,0.934,active_vs_baseline
0.014,0.936,active_vs_baseline
0.016,0.936,active_vs_baseline
0.016,0.938,active_vs_baseline
0.016,0.94,active_vs_baseline
0.016,0.942,active_vs_baseline
0.016,0.944,active_vs_baseline
0.016,0.946,active_vs_baseline
0.018,0.946,active_vs_baseline
0.02,0.946,active_vs_baseline
0.02,0.948,active_vs_baseline
0.02,0.95,active_vs_baseline
0.02,0.952,active_vs_baseline
0.022,0.952,active_vs_baseline
0.022,0.954,active_vs_baseline
0.022,0.956,active_vs_baseline
0.022,0.958,active_vs_baseline
0.022,0.96,active_vs_baseline
0.022,0.962,active_vs_baseline
0.024,0.962,active_vs_baseline
0.024,0.964,active_vs_baseline
0.026,0.964,active_vs_baseline
0.026,0.966,active_vs_baseline
0.028,0.966,active_vs_baseline
0.03,0.966,active_vs_baseline
0.03,0.968,active_vs_baseline
0.03,0.97,active_vs_baseline
0.03,0.972,active_vs_baseline
0.03,0.974,active_vs_baseline
0.032,0.974,active_vs_baseline
0.034,0.974,active_vs_baseline
0.034,0.976,active_vs_baseline
0.036,0.976,active_vs_baseline
0.036,0.978,active_vs_baseline
0.038,0.978,active_vs_baseline
0.04,0.978,active_vs_baseline
0.04,0.98,active_vs_baseline
0.042,0.98,active_vs_baseline
0.044,0.98,active_vs_baseline
0.046,0.98,active_vs_baseline
0.048,0.98,active_vs_baseline
0.048,0.982,active_vs_baseline
0.05,0.982,active_vs_baseline
0.05,0.984,active_vs_baseline
0.052,0.984,active_vs_baseline
0.054,0.984,active_vs_baseline
0.056,0.984,active_vs_baseline
0.058,0.984,active_vs_baseline
0.058,0.986,active_vs_baseline
0.058,0.988,active_vs_baseline
0.06,0.988,active_vs_baseline
0.062,0.988,active_vs_baseline
0.064,0.988,active_vs_baseline
0.066,0.988,active_vs_baseline
0.068,0.988,active_vs_baseline
0.07,0.988,active_vs_baseline
0.07,0.99,active_vs_baseline
0.07,0.992,active_vs_baseline
0.072,0.992,active_vs_baseline
0.074,0.992,active_vs_baseline
0.076,0.992,active_vs_baseline
0.076,0.994,active_vs_baseline
0.078,0.994,active_vs_baseline
0.08,0.994,active_vs_baseline
0.082,0.994,active_vs_baseline
0.084,0.994,active_vs_baseline
0.086,0.994,active_vs_baseline
0.088,0.994,active_vs_baseline
0.088,0.996,active_vs_baseline
0.09,0.996,active_vs_baseline
0.092,0.996,active_vs_baseline
0.094,0.996,active_vs_baseline
0.096,0.996,active_vs_baseline
0.098,0.996,active_vs_baseline
0.1,0.996,active_vs_baseline
0.102,0.996,active_vs_baseline
0.102,0.998,active_vs_baseline
0.104,0.998,active_vs_baseline
0.106,0.998,active_vs_baseline
0.106,1.0,active_vs_baseline
0.108,1.0,active_vs_baseline
0.11,1.0,active_vs_baseline
0.112,1.0,active_vs_baseline
0.114,1.0,active_vs_baseline
0.116,1.0,active_vs_baseline
0.118,1.0,active_vs_baseline
0.12,1.0,active_vs_baseline
0.122,1.0,active_vs_baseline
0.124,1.0,active_vs_baseline
0.126,1.0,active_vs_baseline
0.128,1.0,active_vs_baseline
0.13,1.0,active_vs_baseline
0.132,1.0,active_vs_baseline
0.134,1.0,active_vs_baseline
0.136,1.0,active_vs_baseline
0.138,1.0,active_vs_baseline
0.14,1.0,active_vs_baseline
0.142,1.0,active_vs_baseline
0.144,1.0,active_vs_baseline
0.146,1.0,active_vs_baseline
0.148,1.0,active_vs_baseline
0.15,1.0,active_vs_baseline
0.152,1.0,active_vs_baseline
0.154,1.0,active_vs_baseline
0.156,1.0,active_vs_baseline
0.158,1.0,active_vs_baseline
0.16,1.0,active_vs_baseline
0.162,1.0,active_vs_baseline
0.164,1.0,active_vs_baseline
0.166,1.0,active_vs_baseline
0.168,1.0,active_vs_baseline
0.17,1.0,active_vs_baseline
0.172,1.0,active_vs_baseline
0.174,1.0,active_vs_baseline
0.176,1.0,active_vs_baseline
0.178,1.0,active_vs_baseline
0.18,1.0,active_vs_baseline
0.182,1.0,active_vs_baseline
0.184,1.0,active_vs_baseline
0.186,1.0,active_vs_baseline
0.188,1.0,active_vs_baseline
0.19,1.0,active_vs_baseline
0.192,1.0,active_vs_baseline
0.194,1.0,active_vs_baseline
0.196,1.0,active_vs_baseline
0.198,1.0,active_vs_baseline
0.2,1.0,active_vs_baseline
0.202,1.0,active_vs_baseline
0.204,1.0,active_vs_baseline
0.206,1.0,active_vs_baseline
0.208,1.0,active_vs_baseline
0.21,1.0,active_vs_baseline
0.212,1.0,active_vs_baseline
0.214,1.0,active_vs_baseline
0.216,1.0,active_vs_baseline
0.218,1.0,active_vs_baseline
0.22,1.0,active_vs_baseline
0.222,1.0,active_vs_baseline
0.224,1.0,active_vs_baseline
0.226,1.0,active_vs_baseline
0.228,1.0,active_vs_baseline
0.23,1.0,active_vs_baseline
0.232,1.0,active_vs_baseline
0.234,1.0,active_vs_baseline
0.236,1.0,active_vs_baseline
0.238,1.0,active_vs_baseline
0.24,1.0,active_vs_baseline
0.242,1.0,active_vs_baseline
0.244,1.0,active_vs_baseline
0.246,1.0,active_vs_baseline
0.248,1.0,active_vs_baseline
0.25,1.0,active_vs_baseline
0.252,1.0,active_vs_baseline
0.254,1.0,active_vs_baseline
0.256,1.0,active_vs_baseline
0.258,1.0,active_vs_baseline
0.26,1.0,active_vs_baseline
0.262,1.0,active_vs_baseline
0.264,1.0,active_vs_baseline
0.266,1.0,active_vs_baseline
0.268,1.0,active_vs_baseline
0.27,1.0,active_vs_baseline
0.272,1.0,active_vs_baseline
0.274,1.0,active_vs_baseline
0.276,1.0,active_vs_baseline
0.278,1.0,active_vs_baseline
0.28,1.0,active_vs_baseline
0.282,1.0,active_vs_baseline
0.284,1.0,active_vs_baseline
0.286,1.0,active_vs_baseline
0.288,1.0,active_vs_baseline
0.29,1.0,active_vs_baseline
0.292,1.0,active_vs_baseline
0.294,1.0,active_vs_baseline
0.296,1.0,active_vs_baseline
0.298,1.0,active_vs_baseline
0.3,1.0,active_vs_baseline
0.302,1.0,active_vs_baseline
0.304,1.0,active_vs_baseline
0.306,1.0,active_vs_baseline
0.308,1.0,active_vs_baseline
0.31,1.0,active_vs_baseline
0.312,1.0,active_vs_baseline
0.314,1.0,active_vs_baseline
0.316,1.0,active_vs_baseline
0.318,1.0,active_vs_baseline
0.32,1.0,active_vs_baseline
0.322,1.0,active_vs_baseline
0.324,1.0,active_vs_baseline
0.326,1.0,active_vs_baseline
0.328,1.0,active_vs_baseline
0.33,1.0,active_vs_baseline
0.332,1.0,active_vs_baseline
0.334,1.0,active_vs_baseline
0.336,1.0,active_vs_baseline
0.338,1.0,active_vs_baseline
0.34,1.0,active_vs_baseline
0.342,1.0,active_vs_baseline
0.344,1.0,active_vs_baseline
0.346,1.0,active_vs_baseline
0.348,1.0,active_vs_baseline
0.35,1.0,active_vs_baseline
0.352,1.0,active_vs_baseline
0.354,1.0,active_vs_baseline
0.356,1.0,active_vs_baseline
0.358,1.0,active_vs_baseline
0.36,1.0,active_vs_baseline
0.362,1.0,active_vs_baseline
0.364,1.0,active_vs_baseline
0.366,1.0,active_vs_baseline
0.368,1.0,active_vs_baseline
0.37,1.0,active_vs_baseline
0.372,1.0,active_vs_baseline
0.374,1.0,active_vs_baseline
0.376,1.0,active_vs_baseline
0.378,1.0,active_vs_baseline
0.38,1.0,active_vs_baseline
0.382,1.0,active_vs_baseline
0.384,1.0,active_vs_baseline
0.386,1.0,active_vs_baseline
0.388,1.0,active_vs_baseline
0.39,1.0,active_vs_baseline
0.392,1.0,active_vs_baseline
0.394,1.0,active_vs_baseline
0.396,1.0,active_vs_baseline
0.398,1.0,active_vs_baseline
0.4,1.0,active_vs_baseline
0.402,1.0,active_vs_baseline
0.404,1.0,active_vs_baseline
0.406,1.0,active_vs_baseline
0.408,1.0,active_vs_baseline
0.41,1.0,active_vs_baseline
0.412,1.0,active_vs_baseline
0.414,1.0,active_vs_baseline
0.416,1.0,active_vs_baseline
0.418,1.0,active_vs_baseline
0.42,1.0,active_vs_baseline
0.422,1.0,active_vs_baseline
0.424,1.0,active_vs_baseline
0.426,1.0,active_vs_baseline
0.428,1.0,active_vs_baseline
0.43,1.0,active_vs_baseline
0.432,1.0,active_vs_baseline
0.434,1.0,active_vs_baseline
0.436,1.0,active_vs_baseline
0.438,1.0,active_vs_baseline
0.44,1.0,active_vs_baseline
0.442,1.0,active_vs_baseline
0.444,1.0,active_vs_baseline
0.446,1.0,active_vs_baseline
0.448,1.0,active_vs_baseline
0.45,1.0,active_vs_baseline
0.452,1.0,active_vs_baseline
0.454,1.0,active_vs_baseline
0.456,1.0,active_vs_baseline
0.458,1.0,active_vs_baseline
0.46,1.0,active_vs_baseline
0.462,1.0,active_vs_baseline
0.464,1.0,active_vs_baseline
0.466,1.0,active_vs_baseline
0.468,1.0,active_vs_baseline
0.47,1.0,active_vs_baseline
0.472,1.0,active_vs_baseline
0.474,1.0,active_vs_baseline
0.476,1.0,active_vs_baseline
0.478,1.0,active_vs_baseline
0.48,1.0,active_vs_baseline
0.482,1.0,active_vs_baseline
0.484,1.0,active_vs_baseline
0.486,1.0,active_vs_baseline
0.488,1.0,active_vs_baseline
0.49,1.0,active_vs_baseline
0.492,1.0,active_vs_baseline
0.494,1.0,active_vs_baseline
0.496,1.0,active_vs_baseline
0.498,1.0,active_vs_baseline
0.5,1.0,active_vs_baseline
0.502,1.0,active_vs_baseline
0.504,1.0,active_vs_baseline
0.506,1.0,active_vs_baseline
0.508,1.0,active_vs_baseline
0.51,1.0,active_vs_baseline
0.512,1.0,active_vs_baseline
0.514,1.0,active_vs_baseline
0.516,1.0,active_vs_baseline
0.518,1.0,active_vs_baseline
0.52,1.0,active_vs_baseline
0.522,1.0,active_vs_baseline
0.524,1.0,active_vs_baseline
0.526,1.0,active_vs_baseline
0.528,1.0,active_vs_baseline
0.53,1.0,active_vs_baseline
0.532,1.0,active_vs_baseline
0.534,1.0,active_vs_baseline
0.536,1.0,active_vs_baseline
0.538,1.0,active_vs_baseline
0.54,1.0,active_vs_baseline
0.542,1.0,active_vs_baseline
0.544,1.0,active_vs_baseline
0.546,1.0,active_vs_baseline
0.548,1.0,active_vs_baseline
0.55,1.0,active_vs_baseline
0.552,1.0,active_vs_baseline
0.554,1.0,active_vs_baseline
0.556,1.0,active_vs_baseline
0.558,1.0,active_vs_baseline
0.56,1.0,active_vs_baseline
0.562,1.0,active_vs_baseline
0.564,1.0,active_vs_baseline
0.566,1.0,active_vs_baseline
0.568,1.0,active_vs_baseline
0.57,1.0,active_vs_baseline
0.572,1.0,active_vs_baseline
0.574,1.0,active_vs_baseline
0.576,1.0,active_vs_baseline
0.578,1.0,active_vs_baseline
0.58,1.0,active_vs_baseline
0.582,1.0,active_vs_baseline
0.584,1.0,active_vs_baseline
0.586,1.0,active_vs_baseline
0.588,1.0,active_vs_baseline
0.59,1.0,active_vs_baseline
0.592,1.0,active_vs_baseline
0.594,1.0,active_vs_baseline
0.596,1.0,active_vs_baseline
0.598,1.0,active_vs_baseline
0.6,1.0,active_vs_baseline
0.602,1.0,active_vs_baseline
0.604,1.0,active_vs_baseline
0.606,1.0,active_vs_baseline
0.608,1.0,active_vs_baseline
0.61,1.0,active_vs_baseline
0.612,1.0,active_vs_baseline
0.614,1.0,active_vs_baseline
0.616,1.0,active_vs_baseline
0.618,1.0,active_vs_baseline
0.62,1.0,active_vs_baseline
0.622,1.0,active_vs_baseline
0.624,1.0,active_vs_baseline
0.626,1.0,active_vs_baseline
0.628,1.0,active_vs_baseline
0.63,1.0,active_vs_baseline
0.632,1.0,active_vs_baseline
0.634,1.0,active_vs_baseline
0.636,1.0,active_vs_baseline
0.638,1.0,active_vs_baseline
