experiment_name,experiment_kind,job_id,sweep_index,replication,metric_name,metric_value,units,estimator,status,warning_code,confidence_interval_lower,confidence_interval_upper,max_kl_bits,baseline_mode,grid_resolution,symbol_index
detectability_frontier,detectability_frontier,79b920653abc,10,,constrained_capacity_bits_per_symbol,0.15623167721516298,bits_per_symbol,slsqp,complete,,,,0.15,input_distribution,,
detectability_frontier,detectability_frontier,5a54fb8d99d2,10,,grid_best_capacity,0.15618289440440447,bits_per_symbol,binary_grid_validation,complete,,,,0.15,input_distribution,1001.0,
detectability_frontier,detectability_frontier,79b920653abc,10,,mean_delay,0.4478,normalized_time,slsqp,complete,,,,0.15,input_distribution,,
detectability_frontier,detectability_frontier,26e6085bf1d0,10,,optimal_input_probability,0.5522,probability,exact,complete,,,,0.15,input_distribution,,0.0
detectability_frontier,detectability_frontier,f312516fd771,10,,optimal_input_probability,0.4478,probability,exact,complete,,,,0.15,input_distribution,,1.0
detectability_frontier,detectability_frontier,5f1ae3572dd5,10,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.15,input_distribution,,
detectability_frontier,detectability_frontier,5f1ae3572dd5,10,,optimizer_converged,1.0,boolean,exact,complete,,,,0.15,input_distribution,,
detectability_frontier,detectability_frontier,5f1ae3572dd5,10,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.15,input_distribution,,
detectability_frontier,detectability_frontier,5a54fb8d99d2,10,,optimizer_grid_difference,4.8782810758513095e-05,bits_per_symbol,binary_grid_validation,complete,,,,0.15,input_distribution,1001.0,
detectability_frontier,detectability_frontier,5f1ae3572dd5,10,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.15,input_distribution,,
detectability_frontier,detectability_frontier,1e1a59b627ab,11,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,1e1a59b627ab,11,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,4516ecff0661,11,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.2,input_distribution,1001.0,
detectability_frontier,detectability_frontier,1e1a59b627ab,11,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,235ea23e7d4c,11,,optimal_input_probability,0.5,probability,exact,complete,,,,0.2,input_distribution,,0.0
detectability_frontier,detectability_frontier,0760d271cb76,11,,optimal_input_probability,0.5,probability,exact,complete,,,,0.2,input_distribution,,1.0
detectability_frontier,detectability_frontier,1a3e884b7457,11,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,1a3e884b7457,11,,optimizer_converged,1.0,boolean,exact,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,1a3e884b7457,11,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,4516ecff0661,11,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.2,input_distribution,1001.0,
detectability_frontier,detectability_frontier,1a3e884b7457,11,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.2,input_distribution,,
detectability_frontier,detectability_frontier,de70dec48bf8,12,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,de70dec48bf8,12,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,bce55bd6ba49,12,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.3,input_distribution,1001.0,
detectability_frontier,detectability_frontier,de70dec48bf8,12,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,33bbe3197101,12,,optimal_input_probability,0.5,probability,exact,complete,,,,0.3,input_distribution,,0.0
detectability_frontier,detectability_frontier,d63421f1f542,12,,optimal_input_probability,0.5,probability,exact,complete,,,,0.3,input_distribution,,1.0
detectability_frontier,detectability_frontier,7d13d6681f7a,12,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,7d13d6681f7a,12,,optimizer_converged,1.0,boolean,exact,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,7d13d6681f7a,12,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,bce55bd6ba49,12,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.3,input_distribution,1001.0,
detectability_frontier,detectability_frontier,7d13d6681f7a,12,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.3,input_distribution,,
detectability_frontier,detectability_frontier,7774f9eff190,13,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,7774f9eff190,13,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,4291a8434e65,13,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.4,input_distribution,1001.0,
detectability_frontier,detectability_frontier,7774f9eff190,13,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,32d12effa01d,13,,optimal_input_probability,0.5,probability,exact,complete,,,,0.4,input_distribution,,0.0
detectability_frontier,detectability_frontier,a06d50ab9cff,13,,optimal_input_probability,0.5,probability,exact,complete,,,,0.4,input_distribution,,1.0
detectability_frontier,detectability_frontier,a69089081c67,13,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,a69089081c67,13,,optimizer_converged,1.0,boolean,exact,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,a69089081c67,13,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,4291a8434e65,13,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.4,input_distribution,1001.0,
detectability_frontier,detectability_frontier,a69089081c67,13,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.4,input_distribution,,
detectability_frontier,detectability_frontier,30d570296989,14,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.5,input_distribution,,
detectability_frontier,detectability_frontier,30d570296989,14,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.5,input_distribution,,
detectability_frontier,detectability_frontier,bad6f53c9e77,14,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.5,input_distribution,1001.0,
detectability_frontier,detectability_frontier,30d570296989,14,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.5,input_distribution,,
