work_unit_id,experiment_kind,status,error,replication,sweep_index
0,capacity_curve,complete,,,0
1,capacity_curve,complete,,,1
2,capacity_curve,complete,,,2
3,capacity_curve,complete,,,3
4,capacity_curve,complete,,,4
5,capacity_curve,complete,,,5
