experiment_name,experiment_kind,job_id,sweep_index,replication,metric_name,metric_value,units,estimator,status,warning_code,confidence_interval_lower,confidence_interval_upper,quantizer_step,quantizer_phase,jitter_distribution,jitter_scale,alphabet,jitter_variance,symbol_index
capacity_surface,capacity_surface,bc98d6d5d1fa,0,,capacity_bits_per_symbol,0.0028086246220551,bits_per_symbol,blahut_arimoto,complete,,,,0.125,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,eb1d934f632a,1,,capacity_bits_per_symbol,0.0028065756839611,bits_per_symbol,blahut_arimoto,complete,,,,0.15625,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,0bee961edfbb,2,,capacity_bits_per_symbol,0.0028033801916328,bits_per_symbol,blahut_arimoto,complete,,,,0.1953125,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,8af1a646e153,3,,capacity_bits_per_symbol,0.0027984017656532,bits_per_symbol,blahut_arimoto,complete,,,,0.244140625,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,53947e47eede,4,,capacity_bits_per_symbol,0.0027906582506908,bits_per_symbol,blahut_arimoto,complete,,,,0.30517578125,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,f55bf5ad8e2f,5,,capacity_bits_per_symbol,0.0027786443772988,bits_per_symbol,blahut_arimoto,complete,,,,0.3814697265625,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,5723b5085e07,6,,capacity_bits_per_symbol,0.0027600782991911,bits_per_symbol,blahut_arimoto,complete,,,,0.476837158203125,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,27c1d76fc2cb,7,,capacity_bits_per_symbol,0.0027315602973084,bits_per_symbol,blahut_arimoto,complete,,,,0.5960464477539062,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,12bee541959f,8,,capacity_bits_per_symbol,0.0026881626740455,bits_per_symbol,blahut_arimoto,complete,,,,0.7450580596923828,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,b9c264cb64ea,9,,capacity_bits_per_symbol,0.0026230537502993,bits_per_symbol,blahut_arimoto,complete,,,,0.9313225746154784,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,ffa06cedbe8a,10,,capacity_bits_per_symbol,0.0025274403375211,bits_per_symbol,blahut_arimoto,complete,,,,1.164153218269348,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,b535e03095d3,11,,capacity_bits_per_symbol,0.0023915351308031,bits_per_symbol,blahut_arimoto,complete,,,,1.4551915228366852,0.0,gaussian,1.0,"[0.0, 0.125]",1.0,
capacity_surface,capacity_surface,22e483bf627d,12,,capacity_bits_per_symbol,0.0043836833791997,bits_per_symbol,blahut_arimoto,complete,,,,0.125,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,c648905284d4,13,,capacity_bits_per_symbol,0.0043804888894805,bits_per_symbol,blahut_arimoto,complete,,,,0.15625,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,7bdbedf84e0c,14,,capacity_bits_per_symbol,0.0043755067984138,bits_per_symbol,blahut_arimoto,complete,,,,0.1953125,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,133f94b443d6,15,,capacity_bits_per_symbol,0.0043677449020174,bits_per_symbol,blahut_arimoto,complete,,,,0.244140625,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,ebd717ae6517,16,,capacity_bits_per_symbol,0.0043556718551948,bits_per_symbol,blahut_arimoto,complete,,,,0.30517578125,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,ea4fc60725d7,17,,capacity_bits_per_symbol,0.0043369406223176,bits_per_symbol,blahut_arimoto,complete,,,,0.3814697265625,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,4206b5ee6aa0,18,,capacity_bits_per_symbol,0.0043079931592038,bits_per_symbol,blahut_arimoto,complete,,,,0.476837158203125,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,fe8308ca62a4,19,,capacity_bits_per_symbol,0.0042635279711317,bits_per_symbol,blahut_arimoto,complete,,,,0.5960464477539062,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,c7201f91b404,20,,capacity_bits_per_symbol,0.004195860009026,bits_per_symbol,blahut_arimoto,complete,,,,0.7450580596923828,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,c2bdc8025570,21,,capacity_bits_per_symbol,0.0040943330226252,bits_per_symbol,blahut_arimoto,complete,,,,0.9313225746154784,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,7a114d4f710b,22,,capacity_bits_per_symbol,0.0039452273302014,bits_per_symbol,blahut_arimoto,complete,,,,1.164153218269348,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,6097657bcd8f,23,,capacity_bits_per_symbol,0.0037332629207122,bits_per_symbol,blahut_arimoto,complete,,,,1.4551915228366852,0.0,gaussian,1.0,"[0.0, 0.15625]",1.0,
capacity_surface,capacity_surface,8eb567290ae5,24,,capacity_bits_per_symbol,0.0068378477206386,bits_per_symbol,blahut_arimoto,complete,,,,0.125,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,5cc9f24d7255,25,,capacity_bits_per_symbol,0.0068328732683606,bits_per_symbol,blahut_arimoto,complete,,,,0.15625,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,092f41e1d2b9,26,,capacity_bits_per_symbol,0.0068251151333519,bits_per_symbol,blahut_arimoto,complete,,,,0.1953125,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,2d1c5d625a65,27,,capacity_bits_per_symbol,0.0068130281906195,bits_per_symbol,blahut_arimoto,complete,,,,0.244140625,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,28b4fdd624c6,28,,capacity_bits_per_symbol,0.0067942276608162,bits_per_symbol,blahut_arimoto,complete,,,,0.30517578125,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,dc14a1ea4ed8,29,,capacity_bits_per_symbol,0.0067650583178033,bits_per_symbol,blahut_arimoto,complete,,,,0.3814697265625,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,3962a5b6289f,30,,capacity_bits_per_symbol,0.0067199785490345,bits_per_symbol,blahut_arimoto,complete,,,,0.476837158203125,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,9baa340f5775,31,,capacity_bits_per_symbol,0.0066507304430686,bits_per_symbol,blahut_arimoto,complete,,,,0.5960464477539062,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,adc03ee3da2d,32,,capacity_bits_per_symbol,0.0065453413054081,bits_per_symbol,blahut_arimoto,complete,,,,0.7450580596923828,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,cbb927e6cf70,33,,capacity_bits_per_symbol,0.0063872051340267,bits_per_symbol,blahut_arimoto,complete,,,,0.9313225746154784,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,4b48f10ac46a,34,,capacity_bits_per_symbol,0.0061549328435528,bits_per_symbol,blahut_arimoto,complete,,,,1.164153218269348,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,6e02254b2eef,35,,capacity_bits_per_symbol,0.0058246802494664,bits_per_symbol,blahut_arimoto,complete,,,,1.4551915228366852,0.0,gaussian,1.0,"[0.0, 0.1953125]",1.0,
capacity_surface,capacity_surface,e47abe4cee4b,36,,capacity_bits_per_symbol,0.0106558385070521,bits_per_symbol,blahut_arimoto,complete,,,,0.125,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,378fac22da34,37,,capacity_bits_per_symbol,0.0106481069272859,bits_per_symbol,blahut_arimoto,complete,,,,0.15625,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,f75822e33d9d,38,,capacity_bits_per_symbol,0.010636048706501,bits_per_symbol,blahut_arimoto,complete,,,,0.1953125,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,a39f49ee26fa,39,,capacity_bits_per_symbol,0.0106172621615628,bits_per_symbol,blahut_arimoto,complete,,,,0.244140625,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,a99ef9181089,40,,capacity_bits_per_symbol,0.010588040318427,bits_per_symbol,blahut_arimoto,complete,,,,0.30517578125,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,21e2b19ed126,41,,capacity_bits_per_symbol,0.0105427009891898,bits_per_symbol,blahut_arimoto,complete,,,,0.3814697265625,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,02f70b1071c1,42,,capacity_bits_per_symbol,0.0104726286001944,bits_per_symbol,blahut_arimoto,complete,,,,0.476837158203125,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,ce946f960b02,43,,capacity_bits_per_symbol,0.0103649823848187,bits_per_symbol,blahut_arimoto,complete,,,,0.5960464477539062,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,04c5a3f6533d,44,,capacity_bits_per_symbol,0.0102011403561316,bits_per_symbol,blahut_arimoto,complete,,,,0.7450580596923828,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,5357bbc6f3fe,45,,capacity_bits_per_symbol,0.0099552633934638,bits_per_symbol,blahut_arimoto,complete,,,,0.9313225746154784,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,ea1e5fb3343b,46,,capacity_bits_per_symbol,0.0095940475859401,bits_per_symbol,blahut_arimoto,complete,,,,1.164153218269348,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,ef70d2e41a49,47,,capacity_bits_per_symbol,0.0090803114246509,bits_per_symbol,blahut_arimoto,complete,,,,1.4551915228366852,0.0,gaussian,1.0,"[0.0, 0.244140625]",1.0,
capacity_surface,capacity_surface,8226240497c2,48,,capacity_bits_per_symbol,0.0165812660690056,bits_per_symbol,blahut_arimoto,complete,,,,0.125,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,265a1e829c9b,49,,capacity_bits_per_symbol,0.0165692842763632,bits_per_symbol,blahut_arimoto,complete,,,,0.15625,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,acdbe23cc7db,50,,capacity_bits_per_symbol,0.0165505972037127,bits_per_symbol,blahut_arimoto,complete,,,,0.1953125,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,37b2c1061bb5,51,,capacity_bits_per_symbol,0.0165214825295037,bits_per_symbol,blahut_arimoto,complete,,,,0.244140625,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,4820457d9e94,52,,capacity_bits_per_symbol,0.0164761944970137,bits_per_symbol,blahut_arimoto,complete,,,,0.30517578125,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,7062874ff99b,53,,capacity_bits_per_symbol,0.0164059248634859,bits_per_symbol,blahut_arimoto,complete,,,,0.3814697265625,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,9eab89f9cdf4,54,,capacity_bits_per_symbol,0.0162973159953521,bits_per_symbol,blahut_arimoto,complete,,,,0.476837158203125,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,74023100d678,55,,capacity_bits_per_symbol,0.0161304543803511,bits_per_symbol,blahut_arimoto,complete,,,,0.5960464477539062,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,7b134a15578f,56,,capacity_bits_per_symbol,0.0158764493787171,bits_per_symbol,blahut_arimoto,complete,,,,0.7450580596923828,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,a59b5a3bbfb7,57,,capacity_bits_per_symbol,0.0154951881374711,bits_per_symbol,blahut_arimoto,complete,,,,0.9313225746154784,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
capacity_surface,capacity_surface,a304504469bf,58,,capacity_bits_per_symbol,0.0149349160895819,bits_per_symbol,blahut_arimoto,complete,,,,1.164153218269348,0.0,gaussian,1.0,"[0.0, 0.30517578125]",1.0,
